@id,@lon,@lat,name
309867641,21.4051544,42.0112726,
309867643,21.4050982,42.0106529,
309867648,21.4058725,42.0106141,
309867652,21.4059288,42.0112338,
309875316,21.4354569,41.9945625,
309875317,21.4355890,41.9948060,
309891915,21.4077580,42.0020228,
332044751,20.8800993,42.0151415,Славија
332044798,20.8804512,42.0136748,Попова Шапка
332044829,20.8835384,42.0135270,
364069071,20.7356405,41.6497078,Бистра
365840363,21.4087904,41.9766582,Хотел Водно
369390741,21.4491287,41.9975041,
370100450,21.4345153,41.9974641,
370100853,21.4346179,41.9973846,
370101632,21.4344293,41.9971761,
370398035,21.4256344,42.0068986,
370398040,21.4261184,42.0067711,
370398043,21.4261718,42.0068434,
370398048,21.4264307,42.0067425,
370398057,21.4263759,42.0066839,
370398060,21.4268140,42.0064179,
370398062,21.4270547,42.0062784,
370398067,21.4269265,42.0062201,
370398071,21.4271588,42.0059139,
370398079,21.4270405,42.0065949,
370398082,21.4268298,42.0067474,
370398087,21.4265795,42.0068951,
370398090,21.4263167,42.0070134,
370398094,21.4257275,42.0071748,
370405641,21.4308440,41.9962118,
370405643,21.4301513,41.9963343,
373128988,22.0082491,41.4440951,Feni
386800518,22.1008382,41.4950992,Park
393755345,22.7206899,41.1862726,
393755377,22.7224746,41.1841178,
395658678,21.4527867,41.9986411,
395658683,21.4527837,41.9985903,
395658687,21.4529780,41.9985840,
395658692,21.4535644,41.9985650,
395658697,21.4535899,41.9989986,
395658702,21.4530295,41.9989815,
395658706,21.4528339,41.9989879,
395658711,21.4528251,41.9988367,
410335524,21.4358015,41.9761668,Hotel Imperial
410335525,21.4362154,41.9762321,Sun Hotel
411002755,21.4109020,42.0427159,
411002758,21.4109481,42.0420225,
411002760,21.4122621,42.0420349,
411002763,21.4124142,42.0427456,
416417189,21.4549310,41.9899385,hotel porta
416452220,21.4198508,41.9899482,Хотел 7
416452221,21.4244806,42.0037446,Канет
426994642,22.0103655,41.4397684,UniPalas
445504108,20.7061975,41.1716121,Hotel EUROTEL
448842749,22.4066710,41.9639493,
448842752,22.4070187,41.9636380,
448842755,22.4072314,41.9637694,
448842757,22.4068837,41.9640806,
461663944,22.6418073,41.4396276,Hotel Tiveriopol
461664195,22.6431437,41.4360150,Хотел Илинден
462151633,22.6517229,41.4128709,Хотел Сириус
473486127,21.3361267,41.0277101,
473486128,21.3363424,41.0273378,
473486129,21.3356083,41.0268487,
473486131,21.3354402,41.0272356,
473486135,21.3356525,41.0272989,
473486141,21.3355957,41.0273937,
473486148,21.3358853,41.0275360,
